MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE,Product Name
IMPORTED,RIIFFS MISS UNIVERSE,RIIFFS MISS UNIVERSE EAU DE PARFUM NATURAL SPRAY VAPORISATCUR 100 ML CDBOX ,10000,10000,100 ML,CDBOX ,RIIFFS MISS UNIVERSE EAU DE PARFUM
IMPORTED,RIIFFS MISS WORLD,RIIFFS MISS WORLD EAU DE PARFUM NATURAL SPRAY VAPORISATCUR 100 ML CDBOX ,10000,10000,100 ML,CDBOX ,RIIFFS MISS WORLD EAU DE PARFUM
IMPORTED,RIIFFS HOT BLACK ,RIIFFS HOT BLACK EAU DE PARFUM NATURAL SPRAY VAPORISATCUR 100 ML CDBOX,10000,10000,100 ML,CDBOX ,RIIFFS HOT BLACK EAU DE PARFUM NATURAL
IMPORTED,RIIFFS EXPLORE BLUE,RIIFFS EXPLORE BLUE EAU DE PARFUM NATURAL SPRAY VAPORISATCUR 100 ML CDBOX,10000,10000,100 ML,CDBOX ,RIIFFS EXPLORE BLUE EAU DE PARFUM
C.B COSMETICS,ROMANTIC,ROMANTIC/50/ML/ROMANTIC POUR FEMME,50,ML,50ML,CDBOX,ROMANTIC POUR FEMME
IMPORTED,PANTENE PRO-V,PANTENE/200/ML/PLBOT/PANTENE PRO-V PERFECT CURLS SHAMPOO,200,ML,200ML,PLBOT,PANTENE PRO-V PERFECT Curls Shampoo
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/POWER PLUS 10X ADVANCED ORIGINAL/SAVE RS. 81/=,500,ML,500ML ,PBT,Harpic Power Plus 10X Advanced Original
MAHAWELI HOLDING (PVT) LTD,MAHAWELI NC THINNER,MAHAWELI SPECIAL/1000/ML/PLCAN/NC THINNER ,1000,ML,1000ML,PLCAN,MAHAWELI SPECIAL NC THINNER
MAHAWELI HOLDING (PVT) LTD,MAHAWELI NC THINNER,MAHAWELI SPECIAL/2000/ML/PLCAN/NC THINNER ,2000,ML,2000ML,PLCAN,MAHAWELI SPECIAL NC THINNER
RUSBRO PRODUCTION & DISTRIBUTORS,RUSBRO,RUSBRO/250/GM/PURE THALAWAKELE FACTORY FRESH TEA,10000,10000,250 GM,PLPCH,PURE THALAWAKELE FACTORY FRESH TEA
RUSBRO PRODUCTION & DISTRIBUTORS,RUSBRO,RUSBRO/100/GM/PURE THALAWAKELE FACTORY FRESH TEA,10000,10000,100 GM,PLPCH,Pure Thalawakele Factory Fresh Tea
WIJITHA GROUP OF COMPANIES (PVT) LTD,WIJI,WIJI/250/GM/THIN STRING NOODLES  VERMICELLI STYLE,10000,10000,250 GM,PLPCH,Thin String Noodles (Vermicelli Style)
SENKADAGALA PRODUCTS (PVT) LTD,SENKADAGALA,SENKADAGALA/100/GM/CHILLI FLAKES,10000,10000,100 GM,PLPCH,SENKADAGALA CHILLI FLAKES
SENKADAGALA PRODUCTS (PVT) LTD,SENKADAGALA,SENKADAGALA/100/GM/SPECIAL ROASTED BLACK CURRY POWDER,10000,10000,100 GM,PLPCH,SENKADAGALA SPECIAL ROASTED BLACK CURRY POWDER
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\3""(75MM)\PAINT BRUSH ",10000,10000,"3""(75MM)",NO,Paint Brush
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\1/2""(12MM)\PAINT BRUSH ",10000,10000,"1/2""(25 MM)",NO,"1/2"" Paint Brush"
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\1 1/2""(37MM)\PAINT BRUSH.",10000,10000,"1/2""(25 MM)",NO,"1/2""(37MM) PAINT BRUSH"
R.F MARKETING SERVICE PVT LTD,STR,"STR\1 NO\1""(25MM)\PAINT BRUSH ",10000,10000,"1""(25 MM)",NO,Paint Brush
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\4""\PAINT BRUSH ",10000,10000,"4""",NO,Paint Brush
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\2 1/2""(63MM)\PAINT ",10000,10000,"2 1/2"" (63 MM)",NO,PAINT
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\2""(50MM)\PAINT BRUSH ",10000,10000,"2""(50MM)",NO,Paint Brush
R.F MARKETING SERVICE PVT LTD,STR,"STR\1NO\5""\PAINT BRUSH ",10000,10000,"5""",NO,Paint Brush
UNILEVER SRI LANKA LTD,FAIR & LOVELY & GLOW & HANDSOME ,FAIR & LOVELY GLOW & HANDSOME \50\G\CD BOX\ INSTANT BRIGHTNESS RAPID ACTION CREAM +FREE AXE TICKET DEODORANT 17 ML,50,GM,50G,CD BOX,FAIR & LOVELY GLOW & HANDSOME INSTANT BRIGHTNESS RAPID ACTION CREAM
UNILEVER SRI LANKA LTD,VASELINE,VASELINE \200\ML\PBT\HEALTHY BRIGHT IN 2 WEEKS NIACINAMIDE VITAMIN B3 SERUM IN LOTION SAVE R.S 265,200,ML,200ML,PBT,Vaseline Healthy Bright In 2 Weeks Niacinamide Vitamin B3 Serum in Lotion
UNILEVER SRI LANKA LTD,VASELINE,VASELINE \200\ML\PBT\ WITH NATURAL ALOE EXTRACT SERUM IN LOTION SAVE R.S 140,200,ML,200ML,PBT,Vaseline PBT with Natural Aloe Extract Serum in Lotion
STASSEN FOODS PVT LTD,BOUNTY,BOUNTY\57\G\EWRPK \CHOCOLATE BAR,57,GM,57G,EWRPK ,Chocolate Bar (from BOUNTY)
HEMAS PHARMACEUTICALS (PVT) LTD,SUSTAGEN JUNIOR,SUSTAGEN JUNIOR \400\G\TIN\VANILLA FLAVOUR NUTRITIONAL SUPPLEMENT 6-11 YEAR OLD. SAVE R.S 300,400,GM,400G,TIN,SUSTAGEN JUNIOR VANILLA FLAVOUR NUTRITIONAL SUPPLEMENT
OMEGA PAINT BRUSHES,OMEGA,"OMEGA/NO-1/4""/EWRPK /PAINT BRUSH",10000,10000,"4""",EWRPK ,Paint Brush
STAR HOLDINGS INTERNATIONAL,STAR LIGHT,STAR LIGHT/40/ML/PLPCH/POWER WASH LAUNDRY LIQUID LAVENDER,40,ML,40ML,PLPCH,Power Wash Laundry Liquid Lavender
STAR HOLDINGS INTERNATIONAL,STAR LIGHT,STAR LIGHT/40/ML/PLPCH/POWER WASH LAUNDRY LIQUID ARALIYA,40,ML,40ML,PLPCH,Power Wash Laundry Liquid Araliyah
IMPORTED,FAIR & LOVELY ,FAIR & LOVELY/4.5 GM/PLPCH/GLOW & LOVELY ADVANCED MULTI VITAMIN ,10000,10000,4.5 GM,PLPCH,GLOW & LOVELY ADVANCED MULTI VITAMIN
IMPORTED,AL-ALIM,LACOSTE/6 ML/CD BOX/AL-ALIM,10000,10000,6 ML,CD BOX,LACOSTE CD BOX
IMPORTED,AL-ALIM,REAL MIRAGE/6 ML/CD BOX/AL-ALIM,10000,10000,6 ML,CD BOX,REAL MIRAGE
IMPORTED,CROWN,BRUT/6 ML/CD BOX/CROWN PERFUMES,10000,10000,6 ML,CD BOX,"Crown Perfumes (Based on your request, I've extracted only the part that seems to be the product name from the given description.)"
SASIKA FOOD PRODUCTS,SASIKA,SASIKA / 200 / ML / PLBOT / DRINKING YOGHUT,10000,10000,200 ML,PLBOT,Drinking Yoghut
NESTLE LANKA,MAGGI,MAGGI/75/GM/PLPCH/PAPARE BLAST NOODLES ,75,GM,75GM ,PLPCH ,Paprika Blast Noodles (Maggi)
IMPORTED,LANISS,LANISS/60/ML/CDBOX/BRIGHT LIGHT COFFEE BLONDE ,10000,10000,60 ML,CDBOX,Bright Light Coffee Blonde
UNILEVER SRI LANKA LTD,FAIR & LOVELY,FAIR & LOVELY/25/GM/CDBOX/GLOW & LOVELY POWDER FINISH WITH MULTI VITAMINS + BRIGHTENING POWDER ,10000,10000,25 GM,CDBOX,GLOW & LOVELY POWDER FINISH WITH MULTI VITAMINS + BRIGHTENING POWDER
WELLASSA PRODUCTS (PVT) LTD,WELLASSA ,WELLASSA /500G/POCH PACK /CHILI POWDER ,500,GM,500G,POCH ,Chili Powder
CLEAN MAX,CLEAN MAX,CLEAN MAX/250/ML/PLBOT/TOILET BOWL CLEANER,250,ML,250ML,PLBOT ,Toilet Bowl Cleaner (based on the context)
CARGILLS FOOD & BEVERAGE LIMITED ,KIST,KIST/250/ML/CAN/SPARKLING GREEN APPLE FLAVOURED DRINK,10000,10000,250 ML,CAN,SPARKLING GREEN APPLE FLAVOURED DRINK
CARGILLS FOOD & BEVERAGE LIMITED ,KIST,KIST/250/ML/CAN/SPARKLING STRAWBERRY FLAVOURED DRINK,10000,10000,250 ML,CAN,SPARKLING STRAWBERRY FLAVOURED DRINK
CARGILLS FOOD & BEVERAGE LIMITED ,KIST,KIST/250/ML/CAN/ORANGE FLAVOURED DRINI,10000,10000,250 ML,CAN,ORANGE FLAVOURED DRINI
TOP BEVERAGES PVT LTD,TOP TGB,TOP/330/ML/PET/TGB ,330,ML,330ML,PET,"TGB (No specific product name provided in the given text, only a container type - PET)"
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/490/GM/PL POUCH/ CREAM CRACKER FAMILY PACK+SEASONAL OFFER RS 60 OFF,10000,10000,490 GM,PL POUCH,Cream Cracker Family Pack (Seasonal Offer)
NESTLE LANKA,MAGGI HOT,MAGGI/75/GM/PLPCH/PAPARE BLAST,75,GM,75GM ,PLPCH ,Papare Blast (Assumed based on recognizable words in the string)
GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL VOLIN,VENDOL VOLIN/80/GM/CDB/ORIGINAL GOLD/SAVE RS. 25/=,80,GM,80GM ,CDB,VENDOL VOLIN (Original Gold)
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500/ML/PBT/POWER PLUS 10X ADVANCED ORIGINAL/SAVE RS. 81/=,500,ML,500ML ,PBT,HARPIC POWER PLUS 10X ADVANCED ORIGINAL
GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL VOLIN,VENDOL VOLIN/80/GM/CDB/ORIGINAL PINK SECRET BEAUTY OIL WITH KUMKUMADI/SAVE RS. 25/=,80,GM,80GM ,CDB,Pink Secret Beauty Oil (Original)
GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL VOLIN,VENDOL VOLIN/80/GM/CDB/ORIGINAL CARROT WITH TURMERIC/SAVE RS. 25/=,80,GM,80GM ,CDB,Original Carrot with Turmeric (VENDOL)
CEYLON COLD STORES,ELEPHANT VIBE,ELEPHANT VIBE/250/ML/PBT/APPLE BURST,250,ML,250ML,CAN,Elephant Vibe (Apple Burst)
CEYLON COLD STORES,ELEPHANT VIBE,ELEPHANT VIBE/250/ML/CAN/ORANGE BURST,250,ML,250ML,CAN,"Elephant Vibe (assuming ""VIBE"" is part of the product name)"
CEYLON COLD STORES,ELEPHANT VIBE,ELEPHANT VIBE/250/ML/CAN/ GRAPE BURST,250,ML,250ML,CAN,Elephant Vibe (Grape Burst)
TEA & SPICE HOUSE,LAK KAHATA,LAK KHATA\100\G\POUCH \BOPF,100,GM,100G,POUCH ,"BOPF (This is the abbreviation after ""POUCH"" in your provided string.)"
TEA & SPICE HOUSE,LAK KAHATA,LAK KAHATA\200\G\POUCH\BOPF,200,GM,200G,POUCH ,"BOPF (Based on the provided string, it seems like an abbreviation for a product name in this context.)"
TEA & SPICE HOUSE,LAK KAHATA,LAK KAHATA\50\G\POUCH\BOPF,50,GM,50G,POUCH ,BOPF (Based on provided string)
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER ,MALIBAN\490\G\PLPCH \CREAM CRACKER FAMILY PACK SAVE R.S 60,490,GM,490G,PLPCH ,"CREAM CRACKER (From ""Cream Cracker Family Pack"")"
DINARA ENTERPRISES,DINARA,DINARA/1000/GM/PLPCH/ROASTED CURRY POWDER/DINARA ENTERPRISES,10000,10000,1000 GM,PLPCH ,ROASTED CURRY POWDER
INGURUGALA TEA FACTORY,INGURUGALA ,INGURUGALA/50/GM/TEA/PLPCH,50,GM,50GM,PLPCH,INGURUGALA/TEA
GALAUDA GRINDING ,G G PRODUCTS,G G PRODUCTS/50/GM/PLPCH/TURMERIC POWDER ,50,GM,50GM,PLPCH,TURMERIC POWDER
N,LADY,LADY /80ML/BOX/MILLIC/LUCY/,80,ML,80ML,BOX,"Lucy (assuming ""LUCY"" is the product name in the given string)"
NNR DISTRIBUTORS,NNR APPLE,NNR/180/ML/PLCUP/APPLE DRINK ,180,ML,180ML,PLCUP,Apple Drink
NNR DISTRIBUTORS,NNR MIXED FRUIT ,NNR/180/ML/PLCUP/MIXED FRUIT DRINK,180,ML,180ML,PLCUP,Mixed Fruit Drink
SURALA PRODUCTS,SURALA,SURALA/50/GM/PLPCH/TURMERIC POWDER ,50,GM,50GM ,PLPCH ,TURMERIC POWDER
SURALA PRODUCTS,SURALA,SURALA/25/GM/PLPCH/TURMERIC POWDER ,25,GM,25GM ,PLPCH ,TURMERIC POWDER
WIC,WIC,WIC/500/ML/PLBOT/LEMON DISHWASH LIQUID ,500,ML,500ML,PLBOT ,LEMON DISHWASH LIQUID
CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE/360/GM/PLPCH/TIKIRI MARIE BISCUITS/OFFER PRICE 30,360,GM,360GM,PLPCH ,TIKIRI MARIE BISCUITS
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CDBOX/FULL CREAM MILK POWDER/SAVE RS 20,200,GM,200GM ,CDBOX ,FULL CREAM MILK POWDER
UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/100/ML/CDBOX/MAGIC DROPS BABY COLOGNE + FREE PEARS/50/ML/PLBOT/BEDTIME BABY CREAM ,100,ML,100ML,CDBOX ,"1. Magic Drops Baby Cologne
   2. Bedtime Baby Cream (This is not explicitly a product name, but it was mentioned in the description)"
UTN TRADING,ENCHANTEUR,"ENCHANTEUR/100/ML/PLBOT/ALLURING VISIBLY RADIANT SKIN VITAMIN A,C,E & NIACINAMIDE",100,ML,100ML,PLBOT ,"Alluring Visibly Radiant Skin Vitamin A, C, E & Niacinamide"
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/490/G/PLPCH/CREAM CRACKER SAVE 60,490,GM,490G,PLPCH ,Cream Cracker (from MALIBAN/490/G/PLPCH)
HIMALI STORES,HIMALI,HIMALI/1000/GM/PLPCH/CHILLI POWDER/HIMALI STORES,10000,10000,1000 GM,PLPCH ,CHILLI POWDER
AUTUMN WATER BOTTLED PVT LTD,AUTUMN,AUTUMN\500\ML\PBT\BOTTLED DRINKING WATER ,500,ML,500ML,PBT,Bottled Drinking Water
REEM BEVERAGE,REEM MANGO,REEM\1\L\PBT\MANGO NECTAR ,1,LTR,1L,PBT,MANGO NECTAR
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/GINGER BEER,200,ML,200ML,GLBT,Ginger Beer
CEYLON COLD STORES,VIBE,VIBE /250ML/CAN/GRAPE BURST,250,ML,250ML,CAN,Grape Burst (assuming it's a product name as there's no other obvious naming convention in the provided string)
MALIBAN BISCUIT MANUFACTORIES,MALIBAN ,MALIBAN/490/GM/PL POUCH/ CREAM CRACKER FAMILY PACK+SEASONAL OFFER RS 60 OFF,10000,10000,490 GM,PL POUCH,Cream Cracker (from the given description)
NAWODA NUWANGI ENTERPRISE,THEPULIE,THEPULIE/80/GM/CUP/FRUIT JELLY YOGHURT ,80,GM,80GM,CUP,Fruit Jelly Yogurt
MOUNI PRODUCTS PVT LTD,MOUNI PRODUCTS ,MOUNI PRODUCTS/50/GM/PLPCH/TURMERIC POWDER ,50,GM,50GM,PLPCH,TURMERIC POWDER
THEPULI MILK PRODUCTS ,THEPULIE,THEPULIE/80/GM/CUP/SET YOGHURT ,80,GM,80GM,CUP,"YOGHURT (Assuming that ""yogurt"" is the product name in this context)"
BLUETWO (PRIVATE) LIMITED,NEO,NEO/1000/ML/PBT/BOTTLED DRINKING WATER,10000,10000,1000/ML,PBT,Drinking Water
BLUETWO (PRIVATE) LIMITED,NEO,NEO/500/ML/PBT/BOTTLED DRINKING WATER,10000,10000,500/ML,PBT,"Drinking Water (Assuming that ""Neo"", ""500"", and ""PBT"" are possibly batch/lot numbers or codes, not part of the product name)"
JANAN ICE CREAM,JANAN VANILLA ,JANAN/80/ML/PLCUP/VANILLA ICE CREAM ,80,ML,80ML,PLCUP,Vanilla Ice Cream
CARGILLS FOOD & BEVERAGES LIMITED ,KIST ,KIST ORANGE/250/ML/CAN/SPARKLING FLAVOURED DRINK,250,ML,250ML ,CAN,KIST ORANGE SPARKLING FLAVOURED DRINK
CARGILLS FOOD & BEVERAGES LIMITED ,KIST GREEN APPLE ,KIST GREEN APPLE/250/ML/CAN,250,ML,250ML ,CAN,KIST Green Apple
CARGILLS FOOD & BEVERAGES LIMITED ,KIST ,KIST STRAWBERRY/250/ML/CAN/SPARKLING FLAVOURED DRINK,250,ML,250ML ,CAN,KIST Strawberry Sparkling Flavoured Drink
C.W. MACKIE PLC,HIMALAYA,HIMALAYA/50/ML/CDBOX/REVITALIZING NIGHTCREAM ,50,ML,50ML,CDBOX ,REVITALIZING NIGHTCREAM
C.W. MACKIE PLC,HIMALAYA,"HIMALAYA/50/ML/PLTUB/NOURISHING SKIN CREAM,LIGHT & NON - GREASY",50,ML,50ML,PLTUB ,HIMALAYA NOURISHING SKIN CREAM (Light & Non-Greasy)
SAMAN FOODS PVT LTD,SAMAN,SAMAN/50/GM/CHILLI PIECES,10000,10000,50 GM,PLPCH,CHILLI PIECES
LAKMEE EXPORTS,LAKMEE,LAKMEE/400/GM/PLPCH/NOODLES +LAKMEE CHILLI AND GARLIC SAUCE 75ML FREE,400,GM,400GM ,PLPCH ,"1. Lakmee Noodles
   2. Lakmee Chilli and Garlic Sauce"
SPRING FOOD (PVT) LTD,KINGS WATER,KINGS WATER/1500/ML/PBT/BOTTLED DRINKING WATER ,10000,10000,1500 ML,PBT,Bottled Drinking Water
CEYLON COLD STORES,ELEPHANT HOUSE,ELEPHANT HOUSE VIBE/250/ML/TIN/APPLE BURST,10000,10000,250 ML,TIN,Apple Burst (from the ELEPHANT HOUSE VIBE description)
CEYLON COLD STORES,ELEPHANT HOUSE,ELEPHANT HOUSE VIBE/250/ML/TIN/GRAPE BURST ,10000,10000,250 ML,TIN,ELEPHANT HOUSE VIBE GRAPE BURST
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/NATURAL TAMARIND DRINK,200,ML,200ML,GLBT,NATURAL TAMARIND DRINK
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/NATURAL WOOD APPLE DRINK,200,ML,200ML,GLBT,NATURAL WOOD APPLE DRINK
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/NATURAL LIME & GINGER DRINK,200,ML,200ML,GLBT,NATURAL LIME & GINGER DRINK
WEERASINHA HOLDING (PVT) LTD,WINDAY,WINDAY/200/ML/GLBT/NATURAL MANGO DRINK,200,ML,200ML,GLBT,NATURAL MANGO DRINK
ANTLER INDUSTRIES (PVT) LTD,BRITOL,BRITOL/250/ML/PBT/DISHWASHING LIQUID LIME FRESH/SAVE 55 RS,10000,10000,250 ML,PBT,Dishwashing Liquid Lime Fresh (PBT)
ANTLER INDUSTRIES (PVT) LTD,BRITOL,BRITOL/500/ML/PBT/DISHWASHING LIQUID LIME FRESH/SAVE 90 RS,10000,10000,500 ML,PBT,Dishwashing Liquid Lime Fresh (Assumed as this is the most descriptive part of the given text)
IMPORTED,SAGAR,SAGAR/30/ML/CDBOX/JEANS PERFUMERY,30,ML,30ML,CDBOX ,JEANS PERFUMERY
AA PERFUMES IMPORTANT ,RED HOT ,RED HOT/22/ML/CD BOX/RED HOT FOR MEN,22,ML,22ML,CD BOX,Red Hot (For Men)
GELI OYA PRODUCTS ,GELI OYA,GELI OYA/50/GM/PLPCH/TEA,10000,10000,50 GM,PLPCH ,GELI OYA (or simply GELI if OYA is part of a brand or model)
SISARA PRODUCTS,SISARA,SISARA PRODUCTS/50/GM/CHILLI POWDER,50,GM,50GM,PLPCH ,Chilli Powder
ICL MARKETING,EVA,EVA/8/NO/PLPCH/STAR DRITEX WINGS,8,NO,8NO,PLPCH ,STAR DRITEX WINGS
NESTLE LANKA,MAGGI,MAGGI/75G/PLPCH/PAPARE BLAST INSTANT NOODLES ,75,GM,75G,PLPCH ,Paprika Blast Instant Noodles (Maggi)
SUNSHINE COUNSUMER LANKA LTD,WATAWALA,WATAWALA/50/GM/PLPCH/CEYLON TEA,50,GM,50GM,PLPCH,CEYLON TEA
MALIBAN BISCUIT MANUFACTORIES,MALIBAN CREAM CRACKER ,MALIBAN/490/GM/PLCH/CREAM CRACKER HIGH IN VITAMINS AND MINERAL /SEASONAL OFFER RS 60 ,490,GM,490GM,PLPCH,Cream Cracker High in Vitamins and Minerals
RASAKA FOOD PRODUCTS,RASOJA,RASOJA/40/GM/PLPCH/CURRY FLAVOURED SOYA MEAT,40,GM,40GM,PLPCH,CURRY FLAVOURED SOYA MEAT
TURNEY BISCUITS MANUFACTERIES,TURNEY,TURNEY/350/GM/PLPCH/ORANGE CREAM BISCUITS,350,GM,350GM,PLPCH,ORANGE CREAM BISCUITS
HEMAS MARKETING,BABY CHERAMY,BABY CHERAMY/50/ML/CD COVER/CLASSIC LAVENDER ESSENCE+FREE CREAM & LOTION/BABY CHERAMY/50/ML/PLC COVER/ALMOND EXTRACTS VITAMIN E & MILK,50,ML,50ML,CD COVER,"1. Classic Lavender Essence (First instance)
   2. Almond Extracts Vitamin E & Milk (Second instance)"
VIRU WORLD(PVT)LTD,VIRU,VIRU/80/PAGES/CD COVER/DRAWING BOOK,10000,10000,80 PAGES,CD COVER,Drawing Book
TEEMAH BISCUITS MANUFACTURE,TURNEY,TURNEY/230/GM/PLPCH/MILK CRACK BISCUITS,230,GM,230GM,PLPCH,MILK CRACK BISCUITS
LOLEEMA FOOD PRODUCTS(PVT)LTD,LOLEEMA,LOLEEMA/1000/GM/PLPCH/NOODLES,1000,GM,1000GM,PLPCH,"NOODLES (assuming ""noodles"" is the main product and not a type or flavor)"
ASIAN TRADEMADE(PVT)LTD,GOLD QUEEN,GOLD QUEEN/100/GM/CD COVER/CUSTARD POWDER VANILLA FLAVOURED,100,GM,100GM,CD COVER,"Custard Powder Vanilla Flavoured (assuming ""GOLD QUEEN"" is a brand or type)"
TURNEY BISCUITS MANUFACTERIES,TURNEY,TURNEY/350/GM/PLPCH/CUSTARD CREAM,350,GM,350GM,PLPCH,CUSTARD CREAM (from the given text)
ASIAN TRADEMEDE (PVT)LTD,GOLD QUEEN,GOLD QUEEN/28/ML/GLBT/GREEN COLOURING,28,ML,28ML,GLBT,Gold Queen (based on the initial product name given in the provided string)
LAKHIRU FOOD PRODUCT PVT LTD,LAKHIRU,LAKHIRU/40/G/POUCH/CURRY FLAVOUR ,40,GM,40G,POUCH ,"Curry Flavour (Assuming ""Curry"" is the product name as it follows the common convention for food items)"
GREEN LIGHT BAKE HOUSE,GREEN LIGHT,GREEN LIGHT/500/GM/CDBOX/RICH ICING CAKE,500,GM,500G,CDBOX,RICH ICING CAKE
GREEN LIGHT BAKE HOUSE,GREEN LIGHT,GREEN LIGHT/500/GM/CDBOX/SWEETSLICE ICING CAKE,500,GM,500G,CDBOX,SweetSlice Icing Cake
GREEN LIGHT BAKE HOUSE,GREEN LIGHT,GREEN LIGHT/220/GM/CDBOX/FRUIT CAKE,220,GM,220G,CDBOX,Fruit Cake
CEYLON FOODS TRADING (PRIVATE) LIMITED,NAAN,NAAN FOODS/30/GM/PLPCH/BIRIYANI MIX,10000,10000,30 GM,PLPCH ,BIRIYANI MIX
CEYLON AGRO INDUSTRIES,PRIMA TOPPZ,PRIMA TOPPZ BROAD NOODLES/80/GM/PLPCH,80,GM,80GM,PLPCH,PRIMA TOPPZ BROAD NOODLES
SISILMIN WATER SUPPLIERS (PVT) LTD,SISILMIN,SISILMIN/5000/ML/PBT/BOTTLED DRINKIN WATER,10000,10000,5000 ML,PBT,Drinking Water (Based on provided text)
FN PRODUCTS,FN PRODUCTS ,FN PRODUCTS/300/ML/PBT/CHOCOLATE ALMOND MILK,10000,10000,300 ML,PBT,Chocolate Almond Milk
SINWA HOLDINGS GROUP,MULTIBOND,MULTIBOND/40/GM/RITEFIX JUNIOR,10000,10000,40 GM,PLBOT,RITEFIX JUNIOR
COCA-COLA BEVERAGES,COCA-COLA,COCA-COLA/1500/ML/PET/SAVE AS 40 RS,10000,10000,1500 ML,PET,Coca-Cola
GILLS  INTERNATIONAL PVT LTD,GILLS,GILLS\1\KG\PLPCH \CHICKEN HAM,1,KG,1KG,PLPCH ,CHICKEN HAM
CEYLON AGRO INDUSTRIES,PRIMA,PRIMA TREATS \300\G\PLPCH \SPICY RAMEN CHICKEN SAUSAGES,300,GM,300G,PLPCH ,Spicy Ramen Chicken Sausages
CEYLON AGRO INDUSTRIES,PRIMA,PRIMA TREATS\500\G\PLPCH\PARTY MIX CHICKEN SAUSAGES,500,GM,500G,PLPCH ,PARTY MIX CHICKEN SAUSAGES
WEWALA FOOD PRODUCTS,WELLASSA ,WELLASSA /100G/POCH /CHILI PIECE /,100,GM,100G,POCH ,WELLASSA / CHILI PIECE
RAJAGALA LANKA HOLDINGS (PVT) LTD,RAJAGALA,RAJAGALA /140G/POCH /CHICKEN/SOYA/,140,GM,140G,POCH ,CHICKEN/SOYA
RAJAGALA LANKA HOLDINGS (PVT) LTD,RAJAGALA,RAJAGALA /100G/POCH PACK /CHIKEN SOYA,100,GM,100G,POCH ,CHIKEN SOYA
UNILEVER SRI LANKA LTD,LIFEBUOY ,LIFEBUOY /80ML/PET/HERBAL /SAMPOO/FREELAN LIFEBUOY KHOMBA 75G,80,ML,80ML,PET,Lifebuoy Khomba
CEYLON BISCUITS LIMITED,MUNCHEE TIKIRI MARIE,MUNCHEE/80/GM/PLPCH/TIKIRI MARIE BISCUITS + SAVE AS 10 RS,80,GM,80GM,PLPCH,Tikiri Marie Biscuits
HEMAS MARKETING,BABY CHERAMY,"BABY CHERAMY/75/GM/CDBOX/ALMOND OIL, VITAMIN E & MILK BABY SOAP BUY 5 SAVE AS 45 RS",375,GM,375GM,CDBOX,"Almond Oil, Vitamin E & Milk Baby Soap (This product name is derived from the terms separated by the slash symbol ""/"")"
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/360/GM/PLPCH/TIKIRI MARIE BISCUITS + SAVE RS.30/-,10000,10000,360 GM,PLPCH ,Tikiri Marie Biscuits
CEYLON BISCUITS LIMITED,MUNCHEE TIKIRI MARIE,MUNCHEE/80 GM/PLPCH/TIKIRI MARI BISCUITS OFFER PRICE SAVE RS 10,10000,10000,80 GM,PLPCH,Tikiri Mari Biscuits
REVOKE DETERGENT COMPANY,REVOKE CLONE+X,REVOKE CLONE+X/250/ML/PBT/CLEANER+BLEACH CONCENTRATED FORMULA,10000,10000,250 ML,PBT,REVOKE CLONE+X CLEANER + BLEACH CONCENTRATED FORMULA
AIGA CEYLON (PVT) LTD ,FITS UP,FITS UP/500ML/PET/ALOE  VERA DRINK,500,ML,500ML,PET,Aloe Vera Drink
AIGA CEYLON (PVT) LTD ,FITS UP,FITS UP/200ML/PET/ALOE  VERA DRINK,200,ML,200ML,PET,ALOE  VERA DRINK
MALIBAN MILK PRODUCT (PVT) LTD,MALIBAN,MALIBAN/200/GM/CD BOX/FULL CREAM POWDER SAVE RS 30,200,GM,200GM,CDBOX,Full Cream Powder
SUNSHINE COUNSUMER LANKA LTD,WATAWALA,WATAWALA/50/GM/PLPCH/CEYLON TEA,50,GM,50GM,PLPCH,CEYLON TEA
