MANUFACTURE,BRAND,ITEMDESC,QTY,UNIT,PACKSIZE,PACKTYPE,MATCHED,nitemcode,company,brand,itemdesc,qty,uomdesc,pack_size,packaging,ERROR,ProductName,Suggestion
HEMAS MARKETING,DIVA FRESH,DIVA FRESH/1000/GM/PLPCH/GARDENIA & ROSE 3 IN 1 LONG LASTING FRESHNESS ,1000.0,GM,1000GM,PLPCH ,2,,,,,,,,,ITEMDESC,DIVA FRESH/3 IN 1 LONG LASTING FRESHNESS,
CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE CAROL COOKIES/85/GM/PLPCH,85.0,GM,85GM,PLPCH ,1,,,,,,,,,BRAND,,64092
NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CDB/1ST CUP MALTED FOOD/FREE/MAGGI/75/GM/PLPCH/PAPARE KOTTU PACK,400.0,GM,400GM ,CDB,0,63993.0,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400.0,GM,400.00 GM,CDBOX,,NESTOMALT 1 ST CUP MALTED FOOD,
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70/GM/CDB/KING COCONUT OIL, SANDALWOOD, AROODA, JASMINE, KOKUM POTHU/SAVE RS.15/=",70.0,GM,70GM ,CDB,2,,,,,,,,,ITEMDESC,"1. King Coconut Oil
   2. Sandalwood
   3. Arooda 
   4. Jasmine
   5. Kokum Pothu",
UNILEVER SRI LANKA LTD,LEVER AYUSH,"LEVER AYUSH/70/GM/CDB/KOHOMBA, PANCHAVALKADI TAILAM & MINT PURIFYING WELLNESS FOR SKIN PROTECTION ",70.0,GM,70GM ,CDB,2,,,,,,,,,ITEMDESC,Panchavalakadi Tailam & Mint Purifying Wellness for Skin Protection,
UNILEVER SRI LANKA LTD,LEVER AYUSH,"LEVER AYUSH/70/GM/CDB/SANDALWOOD, KUMKUMADI TAILAM & SAFFRON GLOWING RADIANCE ",70.0,GM,70GM ,CDB,2,,,,,,,,,ITEMDESC,"1. Sandalwood, Kumkumadi Tailam & Saffron Glowing Radiance",
GAMI RASAFOOD PRODUCTS PVT LTD,GAMI RAHASA,GAMI RAHASA/50/GM/PLPCH/TURMERIC POWDER ,50.0,GM,50GM,PLPCH,1,,,,,,,,,MANUFACTURE,,
CEYLON BISCUITS LIMITED,MUNCHEE CAROL COOKIES,MUNCHEE/85/GM/PLPCH/CAROL COOKIES,85.0,GM,85GM,PLPCH,1,,,,,,,,,BRAND,,64092
UNILEVER SRI LANKA LTD,AYUSH,AYUSH /70/G /CDBOX/ TOTAL ORAL CARE,70.0,,70/G,CDBOX ,1,,,,,,,,,BRAND,,
UNILEVER SRI LANKA LTD,VASELINE INTENSIVE CARE,VASELINE /100/ML/PLBOT/ALOE FRESH /SERUM IN LOTION,100.0,,100/ML,PLBOT ,1,,,,,,,,,PACKSIZE,,47513
AJ FOODS (PVT) LTD,AJ,AJ/25/GM/TURMERIC POWDER/PLPCH ,25.0,GM,25GM ,PLPCH,0,64091.0,AJ FOODS (PVT) LTD,AJ,AJ TURMERIC POWDER 25 GM PLPCH,25.0,GM,25.00 GM,PLPCH,,AJ Turmeric Powder,
CEYLON BEVRAGE INTERNATIONAL PVT LTD,SUN CRUSH IMPERIAL,SUN CRUSH/250/ML/CAN/IMPERIAL CLUB SODA,250.0,ML,250ML,CAN,1,,,,,,,,,BRAND,,12975
RECKITT BENCKISER (LANKA) LTD,HARPIC,HARPIC/500 ML/PLBOT/POWER PLUS 10X ADVANCED ORIGINAL ,500.0,ML,500 ML,PLBOT,1,,,,,,,,,PACKTYPE,,40351
MAAM BISCUITS LANKA (PVT) LTD,MAAM.,MAAM/45/G/PLPCH/MILKY BISCUITS,45.0,GM,45G,PLPCH,1,,,,,,,,,MANUFACTURE,,
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI\25\G\PLPCH\REAL COCONUT  MILK POWDER ,25.0,GM,25G,PLPCH ,0,63953.0,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25.0,GM,25.00 GM,PLPCH,,Maggi Real Coconut Milk Powder,
UNILEVER LANKA CONSUMER LIMITED ,COMFORT,COMFORT/850/ML/PLBOT/DESIRE PERFUME DELUXE FABRIC CONDITIONER ,850.0,ML,850ML,PLBOT ,1,,,,,,,,,MANUFACTURE,,64001
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/KOHOMBA AYURVEDA SOAP ,75.0,GM,75GM,CDBOX ,1,,,,,,,,,PACKSIZE,,64208
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/VENIVEL AYURVEDA SOAP ,75.0,GM,75GM,CDBOX ,1,,,,,,,,,PACKSIZE,,64208
SMITHKLINE BEECHAM ,SENSODYNE ,SENSODYNE/1/NO/SOFT SENSITIVE BRUSH/SAVE RS  95,1.0,NO,1 NO,,1,,,,,,,,,MANUFACTURE,,63964
TSPL TECHNOLOGY PVT LTD,REAL,REAL/1500/ML/PBT/BOTTLE DRINKING WATER /TSPL TECHNOLOGY PVT LTD,1500.0,ML,1500ML,PBT,1,,,,,,,,,MANUFACTURE,,14627
DAYLIGHT DK,DAYLIGHT,DAYLIGHT/110/GM/EWRPK/PURE LEMON FRESH LAUNDRY SOAP/DAYLIGHT DK,110.0,GM,110 GM,EWRPK ,0,64083.0,DAYLIGHT DK,DAYLIGHT,DAYLIGHT PURE LEMON FRESH LAUNDRY SOAP 110 GM EWRPK,110.0,GM,110.00 GM,EWRPK,,DAYLIGHT PURE LEMON FRESH LAUNDERY SOAP,
UNILEVER SRI LANKA LTD,AYUSH,AYUSH / 70 / GM / CDBOX/ PURIFYING WELLNESS / FOR SKIN PROTECTION / WITH KOHOMBA PANCHAVALKADI TAILAM AND MINT,70.0,GM,70 GM,CDBOX,1,,,,,,,,,BRAND,,64082
UNILEVER SRI LANKA LTD,AYUSH,AYUSH / 70 / GM / CDBOX/ GLOWING RADIANCE / FOR GLOWING RADIANT SKIN / WITH SANDALWOOD KUMKUMADI TAILAM AND SAFFRON,70.0,GM,70 GM,CDBOX ,1,,,,,,,,,BRAND,,64081
UNILEVER SRI LANKA LTD,VASELINE ,VASELINE /100ML/PBT/NIACINAMIDE/HEALTHY BRIGHT/SAVE95/-,100.0,ML,100ML,PBT,1,,,,,,,,,PACKTYPE,,61843
ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT/18.5ML/POKET BOX/FRESH EXTREM/,18.5,ML,18.5ML,POCET,1,,,,,,,,,PACKSIZE,,64007
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110.0,GM,110G*2,POCH ,1,,,,,,,,,PACKSIZE,,63595
SAMMANA STATIONER (PVT) LTD,SAMMANEE ,SAMMANEE/40G/TUB/GLUE BINDER/,40.0,GM,40G,TUB,1,,,,,,,,,PACKTYPE,,64027
NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/MALTED FOOD/PLBOX,400.0,GM,400GM,PLBOX,1,,,,,,,,,PACKTYPE,,42522
MIHIKATHA LANKA NATURALS (PVT) LTD,BULUWALA SPRING,BULUWALA SPRING/5/L/PLBT/BOTTLED DRINKING WATER,5.0,LTR,5L,PLBT,1,,,,,,,,,PACKSIZE,,14621
TREE COMMODITIES,STRONG KAHATA,STRONG KAHATA/100/GM/PLPCH/TREE TEA CEYLON,100.0,GM,100GM,PLPCH,1,,,,,,,,,MANUFACTURE,,
TREE COMMODITIES,STRONG KAHATA,STRONG KAHATA/50/GM/PLPCH,50.0,GM,50GM,PLPCH,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,RIN,RIN/200/GM/PLPCH/REFRESH LEMON & ROSE DETERGENT POWDER,200.0,GM,200GM,PLPCH,0,37076.0,UNILEVER SRI LANKA LTD,RIN,RIN REFRESH SCENT OF LEMON & ROSE DETERGENT POWDER 200 GM,200.0,GM,200.00 GM,PLPCH,,RIN REFRESH Scent of Lemon & Rose Detergent Powder,
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/EWRPK/LEMONGRASS FOR A PLAYFUL CITRUSY SENSATION,67.0,GM,67GM,EWRPK,2,,,,,,,,,ITEMDESC,LEMONGRASS,
NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CD BOX/MALTED FOOD+FREE MAGGI/75/GM/PLPCH/PAPARE KOTTU STYLE INSTANT NOODLES,400.0,GM,400GM,CD BOX,2,,,,,,,,,ITEMDESC,"1. NESTOMALT 
   2. PAPARE KOTTU STYLE INSTANT NOODLES",
IMPORTED,LEE,LEE/HB SUN FLOWER YELLOW PENCILS,1.0,NU,1 NU,,1,,,,,,,,,BRAND,,
BLUETWO PVT LTD,NEW MUHAMADHIYA HOTEL,NEW MUHAMADHIYA HOTEL/500ML/PLBOT/BOTTLED DRINKING WATER,500.0,ML,500ML,PLBOT,1,,,,,,,,,MANUFACTURE,,
BLUETWO PVT LTD,NEW MUHAMADHIYA HOTEL,NEW MUHAMADHIYA HOTEL/1000ML/PLBOT/BOTTLED DRINKING WATER,1000.0,ML,1000ML,PLBOT,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,REXONA,REXONA/CD BOX/80GM/KOHOMA AND TURMERICK,80.0,GM,80GM,CD BOX,1,,,,,,,,,BRAND,,
UNILEVER SRI LANKA LTD,REXONA,REXONA/CD BOX/80GM WITH JASMINE AND OLIVE OIL,80.0,GM,80GM,CD BOX,1,,,,,,,,,BRAND,,
JEEWAKA FOOD (PVT) LTD,JEEWAKA,JEEWAKA GAMBOGE (GORAKA) PASTE 250 GM,250.0,GM,250 GM,PLCUP,0,64068.0,JEEWAKA FOOD (PVT) LTD,JEEWAKA,JEEWAKA GAMBOGE (GORAKA) PASTE 250 GM PLCUP,250.0,GM,250.00 GM,PLCUP,,JEEWAKA GAMBOGE  PASTE,
UNILEVER SRI LANKA LTD,AYUSH,"AYUSH/70/G/CD BOX /PURIFYING WELLNESS/ WITH KOHOMBA,PANCHAVALKADI,TAILAM AND MINT",70.0,,70/G,CD BOX,1,,,,,,,,,BRAND,,64082
UNILEVER SRI LANKA LTD,AYUSH,"AYUSH/70/G/CD BOX/GLOWING RADIANCE/WITH SANDALWOOD,KUMKUMADI,TAILAM AND SAFFRON",70.0,,70/G,CD BOX,1,,,,,,,,,BRAND,,64081
CEYLON DAIRY LAND AGRO (PVT) LTD.,PURELAND,PURELAND/250/ML/RGB/CHOCOLATE FLAVOURED ,250.0,ML,250ML ,RGB,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/100/ML/PBT/NO-1/ HEALTHY BRIGHT SPF 30 SUN PROTEET,100.0,ML,100ML,PBT,1,,,,,,,,,PACKTYPE,,51575
NATURE'S BEAUTY CREATIONS LTD,PANDA BABY,PANDA BABY/ 100/ML/CD BOX/FLORAL BABY COLOGN ,100.0,ML,100ML ,CD BOX,1,,,,,,,,,PACKTYPE,,47310
UNILEVER SRI LANKA LTD,LIFEBUOY,LIFEBUOY/175/ML/PBT/NO-1/STRONG & LONG MILK PROTEIN MULTIVITAMIN  HEALTH SHAMPOO SAVE 50/-,175.0,ML,175ML ,PBT,1,,,,,,,,,PACKTYPE,,62006
HEMAS MARKETING,VELVET ,VELVET /200/ML/PBT/NO-1/GLOW PERFECT SHEA BUTTER & SAFFRON EXTRACT,200.0,KL,200KL,PBT,1,,,,,,,,,PACKSIZE,,63984
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/G/CD BOX/VENIVEL AYURUVEDA SOAP,75.0,GM,75G ,CD BOX,1,,,,,,,,,PACKSIZE,,64208
SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/G/CD BOX/NO-1/KHOMBA AYURVEDA SOAP,75.0,GM,75G ,CD BOX,1,,,,,,,,,PACKSIZE,,64208
MUCRO PHARMACEUTICALS,MUCRO,MUCRO/90/G/CD BOX/NO-1/NORASH CREAM ALMOND OIL,90.0,GM,90G,CD BOX,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,LIFEBUOY ,LIFEBUOY/80/ML/PBT/NO-1/STRONG & LONG MILK PROTEIN & HERBAL EXTRACTS ,80.0,ML,80ML,PBT,1,,,,,,,,,PACKTYPE,,64053
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA PEPPER POWDER ,100.0,GM,100GM,PLPCH,1,,,,,,,,,MANUFACTURE,,64074
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA ROASTED CHILLI POWDER 50GM,50.0,GM,50GM,PLPCH,1,,,,,,,,,MANUFACTURE,,64075
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA PEPPER POWDER 100GM,100.0,GM,100GM,PLPCH,1,,,,,,,,,MANUFACTURE,,64072
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA CHILLI PIECES 50GM,50.0,GM,50GM,PLPCH,1,,,,,,,,,MANUFACTURE,,64070
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA CHILLI PIECES 250GM,250.0,GM,250GM,PLPCH,1,,,,,,,,,MANUFACTURE,,64069
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA,MIHIKATHA ROASTED CURRY POWER 50GM,50.0,GM,50GM,PLPCH,1,,,,,,,,,MANUFACTURE,,64076
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA CURRY POWDER 100GM,100.0,GM,100GM,PLPCH,1,,,,,,,,,MANUFACTURE,,64071
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA ,MIHIKATHA PEPPER POWDER 50GM,50.0,GM,50GM,PLPCH,1,,,,,,,,,MANUFACTURE,,64074
THE CEYLON SPICE HOUSE HOLDINGS (PVT),MIHIKATHA,MIHIKATHA PEPPER POWDER 25GM,25.0,GM,25GM,PLPCH,1,,,,,,,,,MANUFACTURE,,64073
SMITHLINE BEECHAM PVT LTD,SENSODYNE,SENSODYNE/1N/SENSITIVE SOFT,1.0,NO,1NO,CD COVER,1,,,,,,,,,MANUFACTURE,,
SUNSHINE COUNSUMER LANKA LTD,ZESTA,ZESTA/180G/CDBOX/PREMIUM BOFF 100 TEA BAGS,180.0,GM,180G,CDBOX,2,,,,,,,,,ITEMDESC,BOFF 100 TEA BAGS,
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/G/PLUPCH/REAL COCONUT MILK POWDER,25.0,GM,25G,PLUPCH,0,63953.0,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25.0,GM,25.00 GM,PLPCH,,Maggi Real Coconut Milk Powder,
CEYLON BEVERAGES (PVT) LTD,SPINNER,SPINNER/250/ML/CAN/FORMULATED CAFFEINATED DRINK,250.0,ML,250ML,CAN,1,,,,,,,,,MANUFACTURE,,
KITCHI HOLDING LANKA PVT LTD,KITCHI,KITCHI/70/GM/PLPCH/SOYA MEAT POLOS FLAVOURED ,70.0,GM,70 GM,PLPCH ,0,62569.0,KITCHI HOLDING LANKA PVT LTD,KITCHI,KITCHI SOYA MEAT POLOS FLAVOURED 70 GM PLPCH,70.0,GM,70.00 GM,PLPCH,,KITCHI Soya Meat Polos Flavoured,
SAMPATH PROTECTS,SAMPATH ,SAMPATH/100/G/PLCUP/GAMBOGE CREAM,100.0,GM,100G,PLCUP,1,,,,,,,,,MANUFACTURE,,64078
MIC MAC CEYLON CONFECTIONERY,MIC MAC STRAWBERRY CREAM,MICMAC/90/G/PLPCH/STRAWBERRY CREAM BISCUITS,90.0,GM,90G,PLPCH,1,,,,,,,,,MANUFACTURE,,
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,KEKULU/70/G/CDBOX/THAMBILI THEL.WHITE SANDAL .AROODA.SAMAN PICHCHA.KOKUM POTHU/15-SAVE,70.0,GM,70G,CDBOX ,2,,,,,,,,,ITEMDESC,Thambili Thel.White Sandal,
IMPORTED,EMERALD,EMERALD/50ML/BOTTLE/EUPHORIA PERFUME,50.0,ML,50ML,BOTTLE ,1,,,,,,,,,BRAND,,
UNILEVER SRI LANKA LTD,LUX ,LUX/70 /GM/EWRPK/SOFT GLOW  & VITAMIN C + E/+ SAVE RS 15/UNILEVER SRI LANKA LTD,70.0,,70,EWRPK ,1,,,,,,,,,PACKSIZE,,58497
COLOMBO COMMODITIES,MIRICH,MIRICH/1000/GM/PLPCH/CHILLI POWDER/COLOMBO COMMODITIES,1000.0,GM,1000 GM,PLPCH ,0,63949.0,COLOMBO COMMODITIES,MIRICH,MIRICH CHILLI POWDER 1000 GM PLPCH,1000.0,GM,1000.00 GM,PLPCH,,Mirich Chilli Powder,
CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE/200/G/PLPCH/CHOCOLATE MARIE,200.0,GM,200G,PLPCH,1,,,,,,,,,BRAND,,30623
GODREJ HOUSEHOLD PRODUCTS (PVT) LTD,ABHA,ABHA/21/G/PLPCH/ 5 MINUTE HAIR COLOUR LIQUID 9  GOODNESS OF HERBS FREE PARASHUTE NELLI COCONUT OIL,21.0,GM,21G,PLPCH,1,,,,,,,,,BRAND,,
NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER/25GM/PLPCH,25.0,GM,25 GM,PLPCH,0,63953.0,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI REAL COCONUT MILK POWDER 25 GM PLPCH,25.0,GM,25.00 GM,PLPCH,,Maggi Real Coconut Milk Powder,
PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE\400\G\POUCH\FULL CREAM MILK POWDER  +SAVE R.S 50,400.0,GM,400G,POUCH ,1,,,,,,,,,PACKTYPE,,63955
SHINE FOOD PRODUCTS ,SHINE,SHINE\1\KG\CHILLI PIECES \SHINE FOOD PRODUCTS ,1.0,KG,1KG,POUCH ,1,,,,,,,,,PACKSIZE,,64079
SHINE FOOD PRODUCTS ,SHINE,SHINE\1\KG\POUCH \CHILLI POWDER ,1.0,KG,1KG,POUCH ,1,,,,,,,,,PACKSIZE,,64080
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA\67\G\EWRPK \LEMONGRASS ,67.0,GM,67G,EWRPK ,2,,,,,,,,,ITEMDESC,LEMONGRASS,
UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT \220\G\EWRPK\LEMON LAUNDRY BAR,220.0,GM,220G,EWRPK ,0,63595.0,UNILEVER SRI LANKA LTD,WONDERLIGHT,WONDERLIGHT LEMON LAUNDRY BAR (110*2) 220 GM EWRPK + SAVE RS 30,220.0,GM,220.00 GM,EWRPK,,WONDERLIGHT LEMON LAUNDRY BAR,
UNILEVER SRI LANKA LTD,SACHILIGHT,SUNLIGHT/110/GM/PL POU/REAL LEMON+3+ FTEE SUNLIGHT/110/GM/PL POU/LAVENDER,110.0,GM,110GMÃ—3+110GM,PL POU,1,,,,,,,,,BRAND,,63341
LELAN MARKETING,SHINE MAX,SHINE MAX/1/L/PBT/PINOL,1.0,LTR,1L,PBT,1,,,,,,,,,PACKSIZE,,64062
LELAN MARKETING,SHINE MAX CLOREX,SHINE MAX/500/ML/PBT/CLOREX ,500.0,ML,500ML,PBT,1,,,,,,,,,PACKTYPE,,64149
LELAN MARKETING,SHINE MAX,SHINE MAX /500/ML/PBT/WIN DISH WASH LIQUID LIME ,500.0,ML,500ML,PBT,1,,,,,,,,,PACKSIZE,,64060
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110.0,GM,110G*2,POCH ,1,,,,,,,,,PACKSIZE,,63595
USWATTE CONFECTIONERY,USWATTE ,USWATTE /1.1G/PBT/DIN FRIT JELLES,1.1,GM,1.1G,PBT,1,,,,,,,,,MANUFACTURE,,
RIO FOOD & BEVERAGE ,RIO,RIO/20G/PET/TOMATO SAUCE ,200.0,GM,200G,PET,1,,,,,,,,,MANUFACTURE,,
SWADESHI INDUSTRIAL WORKS LTD,KHOMBA ,KHOMBA /30ML/CD BOX/MILD WITH RATHMAL ROSE WATER,30.0,ML,30ML,CD BOX,2,,,,,,,,,ITEMDESC,KHOMBA Mild with Rathmal Rose Water,
CHATHURESA PRODUCTS,CHATHURESA,CHATHRESA/250G/CUP/GAMBOGE CREAM,250.0,GM,250G,CUP,1,,,,,,,,,MANUFACTURE,,
UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,110.0,GM,110G*2,POCH ,1,,,,,,,,,PACKSIZE,,63595
ORIENT LANKA CONFECTIONERY,MAAM,MAAM/85/GM/MILKY BISCUITS,85.0,GM,85 GM,PLPCH,1,,,,,,,,,BRAND,,64049
SRI NUTRIFOODS (PVT) LTD,MACLEE CHOCOLATE CREAM,MACLEE/90/GM/CHOCOLATE CREAM BISCUITS,90.0,GM,90 GM,PLPCH,0,64047.0,SRI NUTRIFOODS (PVT) LTD,MACLEE CHOCOLATE CREAM,MACLEE CHOCOLATE CREAM BISCUITS 90 GM PLPCH (SRI NUTRIFOODS),90.0,GM,90.00 GM,PLPCH,,MACLEE CHOCOLATE CREAM BISCUITS,
SIRREXTAR PAINT'S,SIRREXTAR NC THINNERS,SIRREXTAR/4/L/PLCAN/N-C PAINT THINNER ,4.0,LTR,4L,PLCAN ,1,,,,,,,,,PACKSIZE,,64048
STAR KING,STAR KING,STAR KING/100/ML/PLBOT/CLORAX,100.0,ML,100 ML,PLBOT ,2,,,,,,,,,ITEMDESC,Clorax,
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,"KEKULU/70/GM/CDBOX/KING COCONUT OIL,LOTHSUBULU,ALOE VERA SAVE RS.15/-",70.0,GM,70 GM,CDBOX ,2,,,,,,,,,ITEMDESC,"King Coconut Oil, Lothsubulu, Aloe Vera",
UNILEVER SRI LANKA LTD,VASELINE,VASELINE/40/ML/PLBOT/DEEP RESTORE 24 HR VASELINE JELLY ,40.0,ML,40 ML,PLBOT ,1,,,,,,,,,PACKSIZE,,
UNILEVER SRI LANKA LTD,SUNSILK,"SUNSILK/80/ML/PLBOT/DAMAGE RESTORE SHAMPOO WITH KING COCONUT OIL,KERATIN PROTEN ,VITAMIN C ACTIVE-MIX + FREE LIFEBUOY/75/GM/EWRPK/MILD CARE SOAP",80.0,ML,80 ML,PLBOT ,0,64018.0,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK DAMAGE RESTORE SHAMPOO WITH KING COCONUT OIL KERATIN PROTEIN & VITAMIN C ACTIV-MIX 80 ML PLBOT + FREE LIFEBUOY MILD CARE WITH MILK PROTEIN 75 GM EWRPK,80.0,ML,80.00 ML,PLBOT,,"1. SUNSILK DAMAGE RESTORE SHAMPOO with KING COCONUT OIL, KERATIN PROTEIN & VITAMIN C ACTIV-MIX
   2. LIFEBUOY MILD CARE WITH MILK PROTEIN",
UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK/80/ML/STUNNING BLACK SHINE SHAMPOO + FREE LIFEBUOY/75/GM/EWRPK/MILD CARE SOAP,80.0,ML,80 ML,PLBOT ,0,63973.0,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK STUNNING BLACK SHINE-GO SHINE-WITH AMLA OIL PEARL PROTEIN & VITAMIN E ACTIVE MIX SHAMPOO 80 ML PLBOT + FREE LIFEBUOY MILD CARE WITH MILK PROTEIN SOAP 75 GM EWRPK,80.0,ML,80.00 ML,PLBOT,,1. SUNSILK STUNNING BLACK SHINE-GO Shampoo,
RECKITT BENCKISER (LANKA) LTD,LYSOL ,LYSOL ALL IN 1 DISINFECTANT SURFACE CLEANER FLORAL 500ML/ FREE HARPIC POWER PLUS 10/10/ 200ML,500.0,ML,500ML,PLBOT,2,,,,,,,,,ITEMDESC,"1. Lysol All In 1 Disinfectant Surface Cleaner Flora 
    or simpler: Lysol All In 1 Flora Disinfectant Surface Cleaner",
CEYLON BISCUITS LIMITED,MUNCHEE,MUNCHEE/85/GM/PLPCH/CAROL COOKIES,85.0,GM,85GM,PLPCH,1,,,,,,,,,BRAND,,64092
SISILA MARKETING SERVICES,SATIS MIXED FRUIT,SATIS/200/ML/PET/MIX FRUIT DRINK ,200.0,ML,200ML,PET,1,,,,,,,,,MANUFACTURE,,
CS MARKETING ,APPLE,APPLE/750/ML/GBT/NC THINNER ,750.0,ML,750ML,GBT,1,,,,,,,,,MANUFACTURE,,
CS MARKETING ,APPLE,APPLE/180/ML/ GBT/NC THINNER,180.0,ML,180ML,GBT,1,,,,,,,,,MANUFACTURE,,
CS MARKETING ,APPLE,APPLE/375/ML/GBT/NC THINNER ,375.0,ML,375ML,GBT,1,,,,,,,,,MANUFACTURE,,
GAJAMUTHU FOOD PRODUCTS PVT LTD,GAJAMUTHU,GAJAMUTHU/50/GM/PLPCH/CHILLI POWDER ,50.0,GM,50GM,PLPCH,0,64064.0,GAJAMUTHU FOOD PRODUCTS PVT LTD,GAJAMUTHU,GAJAMUTHU CHILLI POWDER 50 GM PLPCH,50.0,GM,50.00 GM,PLPCH,,Gajamuthu Chilli Powder,
PENTIUM 2000 STATIONERIES (PVT) LTD,MILLENIUM,MILLENIUM/160/BOOK/PGSE/CR BOOK -NO,160.0,PGSE,160PGSE,BOOK,1,,,,,,,,,PACKSIZE,,64067
GAJAMUTHU FOOD PRODUCTS PVT LTD,GAJAMUTHU,GAJAMUTHU/25/GM/PLPCH/PEPPER POWDER ,25.0,GM,25GM,PLPCH,0,64066.0,GAJAMUTHU FOOD PRODUCTS PVT LTD,GAJAMUTHU,GAJAMUTHU PEPPER POWDER 25 GM PLPCH,25.0,GM,25.00 GM,PLPCH,,Gajamuthu Pepper Powder,
MALIBAN BISCUIT MANUFACTORIES,MALIBAN SMART CREAM CRACKER,MALIBAN/190 GM/PLPCH/SMART CREAM CRACKER FREE ASTRA MULTI PURPOSE FAT SPREAD 18 GM,190.0,GM,190 GM,PLPCH,2,,,,,,,,,ITEMDESC,Smart Cream Cracker Free Astra Multi Purpose Fat Spread,
SIDDHALEPA AYURVEDA EXPORTS,KEKULU,KEKULU/70/G/CDBOX/THAMBILI THEL.WHITE SANDAL .AROODA.SAMAN PICHCHA.KOKUM POTHU/15-SAVE,70.0,GM,70G,CDBOX ,2,,,,,,,,,ITEMDESC,Thambili Thel.White Sandal,
NESTLE LANKA,NESTOMALT,NESTOMALT/400/G/CDBOX/1ST CUP MALTED FOOD/WITH MAGGI PAPARE KOTTU 75G FREE,400.0,GM,400G ,CDBOX ,0,63993.0,NESTLE LANKA,NESTOMALT,NESTOMALT 1 ST CUP MALTED FOOD 400 GM CDBOX + FREE MAGGI PAPARE KOTTU 75 GM PLPCH,400.0,GM,400.00 GM,CDBOX,,"NESTOMALT 1 ST CUP MALTED FOOD, Maggi Papare Kottu",
HEMAS MARKETING,FEMS,FEMS/10/NO/PLPCH/DRYTEX WINGS 3X PROTECTION ,10.0,NO,10 NO,PLPCH ,1,,,,,,,,,PACKTYPE,,51411
